Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
- -,LIS,LUX,TAP Portugal (TP),TAP Portugal,1062,02:37,,,,,319 320 100,,,"Direct",1638,629,4869
- -,LIS,LUX,easyJet (U2),easyJet,1062,02:37,,,,,319,,,"Direct",1638,629,2297
- -,LIS,LYS,TAP Portugal (TP),TAP Portugal,868,02:14,,,,,100 ER4,,,"Codeshare",1638,1335,4869
- -,LIS,LYS,easyJet (U2),easyJet,868,02:14,,,,,319,,,"Direct",1638,1335,2297
- -,LIS,MAD,Iberia Airlines (IB),Iberia Airlines,318,01:08,,,,,320 321 319,,,"Direct",1638,1229,2822
- -,LIS,MAD,SATA International (S4),SATA International,318,01:08,,,,,319 ER4 100,,,"Codeshare",1638,1229,4304
- -,LIS,MAD,TAP Portugal (TP),TAP Portugal,318,01:08,,,,,ER4 319 320 100,,,"Direct",1638,1229,4869
- -,LIS,MAD,easyJet (U2),easyJet,318,01:08,,,,,319,,,"Direct",1638,1229,2297
- -,LIS,MAD,US Airways (US),US Airways,318,01:08,,,,,ER4 100 319,,,"Codeshare",1638,1229,5265
- -,LIS,MAD,Air Europa (UX),Air Europa,318,01:08,,,,,ER4,,,"Direct",1638,1229,90
- -,LIS,MAN,Ryanair (FR),Ryanair,1057,02:36,,,,,738,,,"Direct",1638,478,4296
- -,LIS,MAN,TAP Portugal (TP),TAP Portugal,1057,02:36,,,,,319 320,,,"Direct",1638,478,4869
- -,LIS,MIA,TAP Portugal (TP),TAP Portugal,4146,08:47,,,,,332 343,,,"Direct",1638,3576,4869
- -,LIS,MIA,United Airlines (UA),United Airlines,4146,08:47,,,,,332 343,,,"Codeshare",1638,3576,5209
- -,LIS,MPM,TAP Portugal (TP),TAP Portugal,5216,10:55,,,,,332 343,,,"Direct",1638,979,4869
- -,LIS,MRS,Ryanair (FR),Ryanair,811,02:07,,,,,738,,,"Direct",1638,1353,4296
- -,LIS,MRS,TAP Portugal (TP),TAP Portugal,811,02:07,,,,,ER4 100,,,"Codeshare",1638,1353,4869
- -,LIS,MUC,Lufthansa (LH),Lufthansa,1231,02:57,,,,,321,,,"Direct",1638,346,3320
- -,LIS,MUC,TAP Portugal (TP),TAP Portugal,1231,02:57,,,,,320 319,,,"Direct",1638,346,4869
- -,LIS,MXP,Alitalia (AZ),Alitalia,1025,02:33,,,,,320 319,,,"Direct",1638,1524,596
- -,LIS,MXP,TAP Portugal (TP),TAP Portugal,1025,02:33,,,,,320 319 100,,,"Direct",1638,1524,4869
- -,LIS,MXP,easyJet (U2),easyJet,1025,02:33,,,,,319 320,,,"Direct",1638,1524,2297
- -,LIS,NAT,TAP Portugal (TP),TAP Portugal,3504,07:30,,,,,332,,,"Direct",1638,2597,4869
- -,LIS,NCE,TAP Portugal (TP),TAP Portugal,911,02:19,,,,,ER4 100,,,"Codeshare",1638,1354,4869
- -,LIS,NCE,easyJet (U2),easyJet,911,02:19,,,,,319,,,"Direct",1638,1354,2297
- -,LIS,NTE,Transavia France (TO),Transavia France,691,01:52,,,,,73H,,,"Direct",1638,1418,8745
- -,LIS,OPO,Ryanair (FR),Ryanair,172,00:50,,,,,738,,,"Direct",1638,1636,4296
- -,LIS,OPO,SATA International (S4),SATA International,172,00:50,,,,,100 320 ER4 319,,,"Codeshare",1638,1636,4304
- -,LIS,OPO,TAP Portugal (TP),TAP Portugal,172,00:50,,,,,100 320 ER4 319,,,"Direct",1638,1636,4869
- -,LIS,OPO,US Airways (US),US Airways,172,00:50,,,,,ER4 100 319,,,"Codeshare",1638,1636,5265
- -,LIS,ORK,Aer Lingus (EI),Aer Lingus,902,02:18,,,,,320,,,"Direct",1638,596,837
- -,LIS,ORY,Iberia Airlines (IB),Iberia Airlines,893,02:17,,,,,320,,,"Codeshare",1638,1386,2822
- -,LIS,ORY,Transavia France (TO),Transavia France,893,02:17,,,,,73H 320,,,"Direct",1638,1386,8745
- -,LIS,ORY,TAP Portugal (TP),TAP Portugal,893,02:17,,,,,321 319 320 100,,,"Direct",1638,1386,4869
- -,LIS,ORY,Formosa Airlines (VY),Formosa Airlines,893,02:17,,,,,320,,,"Direct",1638,1386,2439
- -,LIS,ORY,Aigle Azur (ZI),Aigle Azur,893,02:17,,,,,319 320,,,"Direct",1638,1386,21
- -,LIS,OSL,Norwegian Air Shuttle (DY),Norwegian Air Shuttle,1714,03:55,,,,,73H,,,"Direct",1638,644,3737
- -,LIS,OSL,TAP Portugal (TP),TAP Portugal,1714,03:55,,,,,320,,,"Direct",1638,644,4869
- -,LIS,OTP,TAP Portugal (TP),TAP Portugal,1844,04:11,,,,,319,,,"Direct",1638,1657,4869
- -,LIS,PDL,SATA International (S4),SATA International,899,02:17,,,,,320 313,,,"Direct",1638,1633,4304
- -,LIS,PDL,TAP Portugal (TP),TAP Portugal,899,02:17,,,,,320 319,,,"Direct",1638,1633,4869
- -,LIS,PHL,American Airlines (AA),American Airlines,3447,07:23,,,,,757,,,"Direct",1638,3752,24
- -,LIS,PHL,TAP Portugal (TP),TAP Portugal,3447,07:23,,,,,752,,,"Codeshare",1638,3752,4869
- -,LIS,PHL,US Airways (US),US Airways,3447,07:23,,,,,752,,,"Direct",1638,3752,5265
